relative_path	label	source_name	stream_position	sha256
0017/bf9bfdd4a5d24482185e.JPEG	17	n01580077_13507_n01580077.JPEG	1971	bf9bfdd4a5d24482185ee96fce075b9a39057231a75feccf7aeeedf2318c6016
0017/cbfc9c448969808fc64c.JPEG	17	n01580077_2519_n01580077.JPEG	1997	cbfc9c448969808fc64c35c7bca5ba13ec4b6d307b863dc0136f48351d071b37
0018/560489bf425e110283ee.JPEG	18	n01582220_11000_n01582220.JPEG	692	560489bf425e110283ee2fd89e4e425a419ce4cc80a2bc19a984867c98e20722
0018/8891a30fe69aceb008dd.JPEG	18	n01582220_9119_n01582220.JPEG	241	8891a30fe69aceb008ddf3c2d250f717e5a8b08772e301def3c1b91f9dfeb273
0019/38738daefab9bb7c355c.JPEG	19	n01592084_7207_n01592084.JPEG	466	38738daefab9bb7c355c417c6204e6ca8bbebdceec80e040f6435ef9bcc325dd
0019/4c1668a70aaa580852ab.JPEG	19	n01592084_3264_n01592084.JPEG	282	4c1668a70aaa580852ab0fba01c699daedc4621eee9e05e3db0666923aca254c
0020/19287bbdd5c574ae902d.JPEG	20	n01601694_22290_n01601694.JPEG	2317	19287bbdd5c574ae902db8092a625b17b732d3b834a2fba6fe30cafe15ae2d06
0020/b33b863fd910ddf1a60b.JPEG	20	n01601694_5612_n01601694.JPEG	5	b33b863fd910ddf1a60b2cccf38fcc711f6efb4a9bbfce854993494bcaa71680
0021/14f88f6c6987ec862d02.JPEG	21	n01608432_1889_n01608432.JPEG	2653	14f88f6c6987ec862d022362043491f3df73f32fff023241e97c41cb07aafd60
0021/22191ee99c8e864687eb.JPEG	21	n01608432_7099_n01608432.JPEG	1210	22191ee99c8e864687ebde7f61eef49647afe38369c155c2c51368c2a56429bc
0022/1628f5393c1761a13811.JPEG	22	n01614925_2527_n01614925.JPEG	2437	1628f5393c1761a138115a55a33d9d8d76ad278a7c19ad2cf2ee844e659d4424
0022/2ae2cc5a78f3fd6cfc9a.JPEG	22	n01614925_15477_n01614925.JPEG	2855	2ae2cc5a78f3fd6cfc9a74f42fe1ae00ff718be127e06d65d07ee39702388a74
0023/e1ddb4b36c82c6ac77ca.JPEG	23	n01616318_3354_n01616318.JPEG	4731	e1ddb4b36c82c6ac77ca1aecd4424557f7ff27af3deb488730eb955d2b0bc2be
0023/fe79dc117ea9eafebd1f.JPEG	23	n01616318_5185_n01616318.JPEG	1092	fe79dc117ea9eafebd1f7d97d3cefab5e0a44e58dba1d41c83c26dafe76e7aec
0024/820431189e0d9f53681f.JPEG	24	n01622779_15859_n01622779.JPEG	3313	820431189e0d9f53681f3af8e46238f196d71d2543457dce5de00e207163f3cc
0024/b446392c85747c3e9409.JPEG	24	n01622779_912_n01622779.JPEG	1370	b446392c85747c3e9409a3214210ea739d3212f9d49d056f1daa7c581835b298
0025/387369c70f185b4ee1a2.JPEG	25	n01629819_19265_n01629819.JPEG	2890	387369c70f185b4ee1a293250b829667f3f50b758af98a63f58e550cdddb393f
0025/55e240b8dd311d0e0424.JPEG	25	n01629819_29373_n01629819.JPEG	2210	55e240b8dd311d0e04246362c0d62754a1b76356fa3d7e840f37bf03b5634fde
0026/e480094b5de4fa986cb0.JPEG	26	n01630670_4077_n01630670.JPEG	579	e480094b5de4fa986cb06f697704eac5f2bcb3b4413462c190cc6aceff25037f
0026/f20ff032ba1fd49c39a1.JPEG	26	n01630670_5529_n01630670.JPEG	1523	f20ff032ba1fd49c39a10b88fa58a01ad8b53e04825d866ada3204974706a8cb
0027/859599909e9c5986744d.JPEG	27	n01631663_4725_n01631663.JPEG	2409	859599909e9c5986744d3cdf25a91b94daad8af52e4dd3904c308914969b4530
0027/878c450747ef267a5e59.JPEG	27	n01631663_7473_n01631663.JPEG	4923	878c450747ef267a5e59b1e23a24d2b9db88638092037037e0ad90069b57472d
0028/6bb2e88a4665984954b4.JPEG	28	n01632458_9082_n01632458.JPEG	1525	6bb2e88a4665984954b48add4bc3aa4b4e6346a83deeda17f333e4b0d9a54fde
0028/cb285ea6943d41a9679f.JPEG	28	n01632458_9226_n01632458.JPEG	1117	cb285ea6943d41a9679f083ac1e92a1836ec40bce62493b6fbdcec4b59e0fa55
0029/af2a268bddb45d116e90.JPEG	29	n01632777_1290_n01632777.JPEG	1434	af2a268bddb45d116e9068959684fe485250536e404b77446366ed460b6b2df8
0029/f0b0d809fb3c861e8910.JPEG	29	n01632777_7672_n01632777.JPEG	778	f0b0d809fb3c861e891049083a8d22cff46148d102edb5b5dbaaf7c542961103
0030/c0ebd7a9392198857001.JPEG	30	n01641577_18922_n01641577.JPEG	1552	c0ebd7a93921988570017f18ba5b4de72319311cae6c40576bad502dac2f840e
0030/e266c487bece7f24a901.JPEG	30	n01641577_17859_n01641577.JPEG	1204	e266c487bece7f24a901030fa3b726ab7f78ae69103b46b6b3f3ea541877196f
0031/8f5b67fe813b465370a4.JPEG	31	n01644373_6786_n01644373.JPEG	2542	8f5b67fe813b465370a4e60096b12d5dd2011efb4f18f442ad9e35caac54710b
0031/a07dc47fb22d17446301.JPEG	31	n01644373_1856_n01644373.JPEG	770	a07dc47fb22d174463011b7a7dfeec41cae9182b389c8381c26513f7236e94db
0032/401285833de1bf7ab8c3.JPEG	32	n01644900_22326_n01644900.JPEG	1855	401285833de1bf7ab8c384126499ae6a71ddd3cc1f76f32b0f87443c9197f44c
0032/c88e12a165d390adeb56.JPEG	32	n01644900_13391_n01644900.JPEG	2481	c88e12a165d390adeb563f40d7577bae629479300ebda5674fffbc0b635e17d8
0033/584a81e6306bccac11f4.JPEG	33	n01664065_2877_n01664065.JPEG	661	584a81e6306bccac11f4dee35acf5fd920d86073ad0ab1f75eee33c5c7ffb752
0033/5d92d3eb6f48a0598601.JPEG	33	n01664065_1371_n01664065.JPEG	283	5d92d3eb6f48a059860114b85b0a4c5b88133f87199baeb5305244dfaa56636d
0034/0257d535b058526facf5.JPEG	34	n01665541_3913_n01665541.JPEG	1319	0257d535b058526facf51a1b70838935bbbce79a27e3dd715766dfdbc942b740
0034/55c32a5323d146716a5c.JPEG	34	n01665541_5745_n01665541.JPEG	2061	55c32a5323d146716a5c9a7809a8722a8f968e510e375e00631bdcc010a0808c
0035/bb9b2e8683549c27f576.JPEG	35	n01667114_10673_n01667114.JPEG	677	bb9b2e8683549c27f576a6f731ceba1339aa74c41c6500d1426938df8a7dad1d
0035/e794e7e99b6cd5f9c552.JPEG	35	n01667114_1974_n01667114.JPEG	710	e794e7e99b6cd5f9c5521f21da2f2fc6988783cc6c46387400ac3ffed2d6cc41
0036/3f01e8834b254c189edb.JPEG	36	n01667778_10425_n01667778.JPEG	548	3f01e8834b254c189edbbc93a4d4df333e291823cb1af918c2162036bb9a34fe
0036/66f15c4729bb697d08b4.JPEG	36	n01667778_6552_n01667778.JPEG	169	66f15c4729bb697d08b4ef817a03aeab4c7f6f5e8ee5af65ddf49c050356a1ca
0037/29aaf3c98b61738f0cd7.JPEG	37	n01669191_3255_n01669191.JPEG	260	29aaf3c98b61738f0cd7c9742732af36d4f16a46573f5ffedf127ac76bb633f2
0037/b61765e6c9bf635c3844.JPEG	37	n01669191_9464_n01669191.JPEG	459	b61765e6c9bf635c3844467e70e52afa0ab35408f6fcb649fb55ae1a310a8543
0038/d05ec8536b2781af1fa9.JPEG	38	n01675722_2558_n01675722.JPEG	711	d05ec8536b2781af1fa9e5d1d77626119083869542364f6a20e5a13b35548178
0038/f3d6adcd0867ebb303d4.JPEG	38	n01675722_5240_n01675722.JPEG	723	f3d6adcd0867ebb303d4acaba3e1cdcc358c19ac9e2ad082d93bec6563e9d284
0039/5bd30340fc88d1473440.JPEG	39	n01677366_15981_n01677366.JPEG	706	5bd30340fc88d1473440e25056d328074ae3ceecf2f4e691f2fa8cb460a04039
0039/bd2d3506b5ed3eb19af9.JPEG	39	n01677366_6388_n01677366.JPEG	520	bd2d3506b5ed3eb19af939f2e27d53afd99e57f45baf5a717532464a24e8f961
0040/2c50ed2a62e1ea7054c6.JPEG	40	n01682714_7261_n01682714.JPEG	768	2c50ed2a62e1ea7054c69f34f71a8a47f58611742f73ca2eeb955b670d2346bc
0040/fa91e0e1eb6d45514665.JPEG	40	n01682714_15730_n01682714.JPEG	821	fa91e0e1eb6d45514665e70832da4b73fc884bf11cea5cc901859f58e6e6deaf
0041/75044dd08580f804db6f.JPEG	41	n01685808_3355_n01685808.JPEG	2696	75044dd08580f804db6f048c347ac9d5db14ee521fd13050f6d6cd4c0899ec8f
0041/bf221a2bea379dac5486.JPEG	41	n01685808_1702_n01685808.JPEG	2989	bf221a2bea379dac54866d7dee5cfa452a6c34aeaf19d44453d42a37b19d912c
0042/1113ca688976b0125b96.JPEG	42	n01687978_8726_n01687978.JPEG	339	1113ca688976b0125b967c555a37bc08951bfdb7a5b3a458c4162f63652b9764
0042/c249fead5fb234eeca07.JPEG	42	n01687978_8874_n01687978.JPEG	552	c249fead5fb234eeca070db74999d7196dd4ddf2395a6177b33925c249a0b7b7
0043/3588b65950bc42ac758d.JPEG	43	n01688243_2473_n01688243.JPEG	2018	3588b65950bc42ac758d0033c02b7a79c0167b02bc186f1c87fdae0eb5f5a3f0
0043/df10adc7f020ae587ea2.JPEG	43	n01688243_2174_n01688243.JPEG	2430	df10adc7f020ae587ea2f41801262c22b74b49e050a2ff16582eb56965aae0c5
0044/6e975f3f78205a307d63.JPEG	44	n01689811_3815_n01689811.JPEG	1398	6e975f3f78205a307d63ba14b44a37dbe92f4592127ff39f51667823490a5c41
0044/9d5c5880bdb8648ffc53.JPEG	44	n01689811_12848_n01689811.JPEG	1333	9d5c5880bdb8648ffc53a56d20827eec0699aa816cea6e3e18a53d26d586dc2f
0045/388186a3e4271eaa4421.JPEG	45	n01692333_15904_n01692333.JPEG	1040	388186a3e4271eaa44216104d8c0c1b20de0c317eee92de6327f70304c64d020
0045/898075d3453c68066030.JPEG	45	n01692333_1682_n01692333.JPEG	2064	898075d3453c68066030a1c21925ecc764a80014745a8b8396f7923ec9c596df
0046/61895fa6f16244faae55.JPEG	46	n01693334_7500_n01693334.JPEG	1885	61895fa6f16244faae55dca0c2fcc70e17db10c14f0f619d3f95d90dc32efdbe
0046/e138a88dc224c1fd8798.JPEG	46	n01693334_13937_n01693334.JPEG	1150	e138a88dc224c1fd8798c3a082b4b4efb1560d052b5f518e220e0d54d612bab1
0047/505a99ac6ebd87a31ee9.JPEG	47	n01694178_424_n01694178.JPEG	2137	505a99ac6ebd87a31ee9661f21b5a2afe7e6986f395d195c68ca38a38b79d793
0047/bf17fdb279c3eff09da0.JPEG	47	n01694178_3638_n01694178.JPEG	317	bf17fdb279c3eff09da0a4f058079370900b6251fe694ba3c47df13e7b999a6f
0048/23b9f23a4c49896f8eb5.JPEG	48	n01695060_26711_n01695060.JPEG	348	23b9f23a4c49896f8eb57ed43f6e90be39387e9142fca139ce15eb92ebfc6983
0048/96eb8193e6a1ac6d5ce5.JPEG	48	n01695060_1675_n01695060.JPEG	1758	96eb8193e6a1ac6d5ce54e888f3ebc36bf78ff3ece86ccc010b4391222787114
0049/39bed5f313c15cdbdc7b.JPEG	49	n01697457_732_n01697457.JPEG	2419	39bed5f313c15cdbdc7b956de19ac3a60954256f277db3355186e93bf3644803
0049/8987b6a700387f81509d.JPEG	49	n01697457_9081_n01697457.JPEG	469	8987b6a700387f81509dde4e04eef17f827dc90272cdc946fa0932d802834630
0050/201b767563600917c020.JPEG	50	n01698640_11057_n01698640.JPEG	686	201b767563600917c020e1fccf48833bf43e97ea1bd7e716bcfe5f61975225a1
0050/ee69390cfcfce1e0aab0.JPEG	50	n01698640_7569_n01698640.JPEG	2007	ee69390cfcfce1e0aab00bf1a6dce82b2afaaac6d15b985be58e33b8317848cb
0051/2a0a01e4d3217e597f37.JPEG	51	n01704323_7988_n01704323.JPEG	1861	2a0a01e4d3217e597f3702a4d182e18e2d721f2ed5bccf5600b1156bf821acd1
0051/8e09897eb7b017185f78.JPEG	51	n01704323_2717_n01704323.JPEG	429	8e09897eb7b017185f78c7d7a0bda0fd598c98c5e5ba6c8320f90bc8cb176ed0
0052/4a070050a9c05665ed0e.JPEG	52	n01728572_27819_n01728572.JPEG	2746	4a070050a9c05665ed0e62d1f53e6d0737e3c8933271c51d632f86da18184013
0052/5ea3f5632e75cef71aca.JPEG	52	n01728572_25965_n01728572.JPEG	1944	5ea3f5632e75cef71acae723aeda20583b9301b8c3909f2abca85add3bbd9390
0053/1f8d9fd7c77e66e2df56.JPEG	53	n01728920_22196_n01728920.JPEG	1751	1f8d9fd7c77e66e2df560138d03e35eb4fc0fa7a10eeea1c6378dc589a798795
0053/8598d97ab570c95aaaaf.JPEG	53	n01728920_7765_n01728920.JPEG	600	8598d97ab570c95aaaafb46bc141d4482c66147e5056e8caaae738352c5f509c
0054/17514348294fe2a4e4f3.JPEG	54	n01729322_11852_n01729322.JPEG	2923	17514348294fe2a4e4f393eab82b336dd47a94318d3b0ca1f01763401642c575
0054/2d95feb93755e522f95d.JPEG	54	n01729322_12281_n01729322.JPEG	396	2d95feb93755e522f95d4005bfa8fc272e2eac11286da7ba66870795a969b854
0055/4ed833a4800dcb104ffd.JPEG	55	n01729977_797_n01729977.JPEG	1017	4ed833a4800dcb104ffd43439e8bc6103761053de189f8bf8d1ceab45e423278
0055/715808c612c3be55a2cf.JPEG	55	n01729977_7784_n01729977.JPEG	303	715808c612c3be55a2cf5e732930cc0cc461125904d684b8f6faf8e8aa8a2c50
0056/41e028eee43cb780ca95.JPEG	56	n01734418_1702_n01734418.JPEG	0	41e028eee43cb780ca95d970422c0022f740e18a334f754e9ba21bab6bd47791
0056/fdf06b47bfbfdb9f29dd.JPEG	56	n01734418_5667_n01734418.JPEG	866	fdf06b47bfbfdb9f29dd738b160f810da8e4aafcd4fef69b36c4d1784c2db850
0057/2697df90116aff597219.JPEG	57	n01735189_12507_n01735189.JPEG	586	2697df90116aff597219b658db264ffbc3138f6f30f69f37aeb071bf75da3ac4
0057/f183fc69ed1a3da038ed.JPEG	57	n01735189_6891_n01735189.JPEG	407	f183fc69ed1a3da038ede8f8cafcfd1c102242333978c92de085950c8248c662
0058/2875a2407b506995ee02.JPEG	58	n01737021_3573_n01737021.JPEG	2195	2875a2407b506995ee0293fd16d9be797891eafe4cf2bc84f557d52a22257f05
0058/795f799443d6162af73e.JPEG	58	n01737021_15296_n01737021.JPEG	3213	795f799443d6162af73e7a38a74d9320e4f4ab93d4205ab8cab7b286b461b2c9
0059/35778849c87ab2322e48.JPEG	59	n01739381_3247_n01739381.JPEG	1332	35778849c87ab2322e484bccecccc5ceed0160e9eb518368eaa77c7fbd7443ff
0059/94cbed64aa4d9460912c.JPEG	59	n01739381_8222_n01739381.JPEG	3137	94cbed64aa4d9460912cb9c36a39224ca534084cbe0132889b2697900b86ad76
0060/68d742699001d6e80bf1.JPEG	60	n01740131_18100_n01740131.JPEG	4638	68d742699001d6e80bf16e0e9634f78e45a31199073e4f7dd93b6a53a604bff1
0060/8189ed50f395c87fc9a1.JPEG	60	n01740131_21069_n01740131.JPEG	432	8189ed50f395c87fc9a13b932d7c1816a15c447d6f7b0a0d266f4b4862b698ca
0061/16acec0d6978527ad351.JPEG	61	n01742172_3416_n01742172.JPEG	781	16acec0d6978527ad351a79b1d160b9fc41c2a0fe8b05da6de4e2f953cd67d31
0061/f6784606fdb142f8cafd.JPEG	61	n01742172_4689_n01742172.JPEG	4013	f6784606fdb142f8cafdd5b6ca7b15a666e1ecd17e790e7ce4f4f8abf20cb76b
0062/69fb8d8a32143a2de28e.JPEG	62	n01744401_9852_n01744401.JPEG	1887	69fb8d8a32143a2de28e3ee135d7ca9f4d45cc803e1baf95effbd25c5dfd98d3
0062/e68f37208066976bb6ea.JPEG	62	n01744401_3913_n01744401.JPEG	1121	e68f37208066976bb6ea48dd28324d176b5ada19702f50666a571272e449e575
0063/338344462e7bbbf08295.JPEG	63	n01748264_20568_n01748264.JPEG	1476	338344462e7bbbf08295ec0b5eaff28bca71e3861119a976ff9b2bb7b3d24cd4
0063/488898f50566175139da.JPEG	63	n01748264_15020_n01748264.JPEG	1005	488898f50566175139dab7207df31b878d0b0c093daf26718b31b61dcfdc6e5b
0064/6d77d5689662aa770b33.JPEG	64	n01749939_5872_n01749939.JPEG	12	6d77d5689662aa770b3338ea98072ea89eb5e24df033d14eaf0ae15ca98f7a9a
0064/795c94a86eadc4d94bb4.JPEG	64	n01749939_13580_n01749939.JPEG	1082	795c94a86eadc4d94bb43dc0440e62aeec59ce59ff61817bce523e19450c0b29
0065/31164ad1a5d244eb6129.JPEG	65	n01751748_286_n01751748.JPEG	793	31164ad1a5d244eb61291c0a8023a10a89549ad90733321b2879dd6963ed083c
0065/b6c3ab5954da3f974a3c.JPEG	65	n01751748_4390_n01751748.JPEG	712	b6c3ab5954da3f974a3cd9b6ca3728dbcebd20139b8e6fc4f82bb19e7426aa99
0066/2621bbc02ddf704b2b4f.JPEG	66	n01753488_13261_n01753488.JPEG	1851	2621bbc02ddf704b2b4f98ee86f28d9d9de0fe9de0c471328e4e19d58a371e2e
0066/99754a3de8bbac65707f.JPEG	66	n01753488_10629_n01753488.JPEG	225	99754a3de8bbac65707fd51adad30ac4797e6b9404176cc83ed7eeaa0d45bd9f
0067/5461b5f7f3e39f248ebb.JPEG	67	n01755581_329_n01755581.JPEG	637	5461b5f7f3e39f248ebbf27ed5792be83e825b1e3e2e6f01325e2d00cdc04f5b
0067/fca9592631ba24671384.JPEG	67	n01755581_10459_n01755581.JPEG	456	fca9592631ba2467138451536954ffadf2469420f68685fdda66122fa6d6b6ee
0068/36b593775c995cfb008b.JPEG	68	n01756291_5918_n01756291.JPEG	707	36b593775c995cfb008b1b085e7a7b74a3f4b3a9d6329840f3a2dd8db2d464ba
0068/804f1e662c0d18974263.JPEG	68	n01756291_6860_n01756291.JPEG	1232	804f1e662c0d1897426379206c81f57330a0015e882901a0493ff6db7ed7e7e3
0069/052fef1160536baaa5c8.JPEG	69	n01768244_8373_n01768244.JPEG	2826	052fef1160536baaa5c895bb92e37c123b2bb625a008396a09662bceac4a1e43
0069/5e985a4262a9556f7b92.JPEG	69	n01768244_422_n01768244.JPEG	1386	5e985a4262a9556f7b92389862beff347655b25b019dfc6dcf417f4c96d86df3
0070/1efc19183ee50b6cba8e.JPEG	70	n01770081_13343_n01770081.JPEG	2931	1efc19183ee50b6cba8eb29fd3af2ede8ed2a7ee21023062717aae8702aad636
0070/bf1278385b6a9cfff756.JPEG	70	n01770081_5846_n01770081.JPEG	2142	bf1278385b6a9cfff756217bc2990b79b5baa160b63b72bc82d18365b7086ef7
0071/3a63bc399f318e66db12.JPEG	71	n01770393_6917_n01770393.JPEG	979	3a63bc399f318e66db1289fcd27c89d4a8e44232934262197e5ced0f84151fd1
0071/c16c4cd7cd67a33311d7.JPEG	71	n01770393_11925_n01770393.JPEG	935	c16c4cd7cd67a33311d7004d0e2411253c636183522de5b5a8faf186bbb4c557
0072/4b3239d9ffaa4959354a.JPEG	72	n01773157_9606_n01773157.JPEG	2597	4b3239d9ffaa4959354a55b704cd4d6b337d27d2d26fb000f10489c0b0d42df3
0072/74c2a5bba9e1160f8a66.JPEG	72	n01773157_5449_n01773157.JPEG	1453	74c2a5bba9e1160f8a66a00f52bd78f3290131cc8d067e23de1008501a5a4c36
0073/7e5c495962d9d248d801.JPEG	73	n01773549_7955_n01773549.JPEG	267	7e5c495962d9d248d801f1d58a43f21425ce239292839c8c03171614be12379d
0073/c4d30e090e2ae11db333.JPEG	73	n01773549_3280_n01773549.JPEG	889	c4d30e090e2ae11db3330f9354acf572a2d212136755d28b6375d3aacc0eff60
0074/59f43d56417f5fae5edb.JPEG	74	n01773797_680_n01773797.JPEG	845	59f43d56417f5fae5edb8cdb36aaf7729ac060d75d0c06ca313ee1f58b7e5626
0074/9cc158cca78591f6b50d.JPEG	74	n01773797_344_n01773797.JPEG	52	9cc158cca78591f6b50de93f9e97e6b09b6bc437a9ba3c7ce39111cfad6e924a
0075/180a41dffec93429fb8c.JPEG	75	n01774384_12091_n01774384.JPEG	1812	180a41dffec93429fb8c97391ed1f5e288acc414614689a0c8c853a106be7020
0075/8b466c2cdf992078e2d0.JPEG	75	n01774384_10928_n01774384.JPEG	1213	8b466c2cdf992078e2d0760fd9d250fe079d58038b4a20efbc0acf752b846083
0076/265a4d94889faec87c16.JPEG	76	n01774750_12531_n01774750.JPEG	2122	265a4d94889faec87c16c36d5918210d9c901f233016489488c53cf5824aaea9
0076/53d5c795fa8f34b59322.JPEG	76	n01774750_738_n01774750.JPEG	6263	53d5c795fa8f34b59322fbbb58ffdb6dcaa6bfe05d99cf89b07f60b88854b863
0077/b545271f112ca25220ef.JPEG	77	n01775062_4677_n01775062.JPEG	503	b545271f112ca25220ef879be826fe0f73b41e005ceaa5e3a8a0f4f6075e8c1e
0077/f3187063d5a3c98d0b92.JPEG	77	n01775062_4869_n01775062.JPEG	505	f3187063d5a3c98d0b9212c048f0331f6e0f7f4e4b4d6f9b8a58618ac26caf1f
0078/d0d76d2a3228f8173820.JPEG	78	n01776313_10572_n01776313.JPEG	1969	d0d76d2a3228f8173820161986e92814d6e14ff0a7e5a528868ee9b309df8273
0078/ddb27034fa772374e891.JPEG	78	n01776313_7369_n01776313.JPEG	2873	ddb27034fa772374e891141ffdda44c19798dcf971567607d2f1fe962b7fad63
0079/5a68fefdf114b815b5a7.JPEG	79	n01784675_12151_n01784675.JPEG	1308	5a68fefdf114b815b5a7b6b574483f986ba0e8cb26e2831b4dcbd0d0032aa5ae
0079/a31b3fccb194eba5057e.JPEG	79	n01784675_13608_n01784675.JPEG	1801	a31b3fccb194eba5057e1a5711908081ace12a7cd3b6de952aa6752fc4032ae1
